"","relative_coverage","vaccine_efficacy","total_infections","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75","infection_per_million"
"579",78,15,135120153.911822,1599801.7970878,6159694.27882221,10964360.6631863,12976386.0342299,13682089.4752955,10952486.8943756,10332026.5419521,10092175.9335065,9644017.87029415,9087935.97739397,8928001.19304246,8198455.47526126,7153268.01301496,5965197.34582638,3739125.43762199,2056198.13127948,3588932.8496317,135.120153911822
"580",79,15,132814248.424218,1560661.41853978,6000730.68065666,10784527.1925114,12803821.4350859,13511622.0222061,10775266.7215586,10200229.5578848,9962516.74216758,9521512.0127675,8973410.52475734,8815805.37935417,7989282.50615615,6956104.38819477,5797677.99926191,3651132.36109069,2006958.52602911,3502988.9559952,132.814248424218
"581",80,15,134253626.707939,1599074.91570296,6151336.86129141,10939205.1340206,12952582.7518849,13642576.7761951,10913059.9288656,10271981.6781248,10035199.9533122,9590340.91942696,9037182.35603688,8874137.15545917,8060331.42460533,7020223.35885672,5853290.86491004,3708214.48409268,2041539.97134756,3563348.17380641,134.253626707939
"582",81,15,133755828.203688,1577591.63646901,6060603.06537469,10910497.9061533,12938779.0872464,13648150.378102,10899837.6980055,10237834.3355108,10000509.7734174,9558089.47967869,9007960.78349482,8844199.78409018,8035419.47727661,6997775.72120733,5833391.52949268,3668035.22091694,2016867.69283517,3520284.63441659,133.755828203688
"583",82,15,133408563.801546,1575751.27111101,6050044.80118059,10869431.1712748,12895912.2319172,13609773.2838407,10864353.9072879,10186893.1624571,9949959.23820066,9510295.90635862,8964410.77529888,8803445.06761381,8045566.68696406,7011404.67663036,5845300.18888289,3674357.7733854,2022153.33982483,3529510.31931739,133.408563801546
"584",83,15,134312508.054964,1591219.82244065,6112230.24383089,11001422.6038416,13031032.8182221,13724981.4231868,10970956.2065432,10243463.4796529,10006408.3955198,9565347.44427705,9016165.87024376,8850680.63762198,8018873.9361277,6975336.7225952,5814888.40581631,3738708.74426839,2058259.86157948,3592531.43919611,134.312508054964
"585",84,15,132429087.183655,1569222.79312077,6018386.38354745,10717098.5857938,12726878.6348393,13435736.6338085,10720675.600058,10126921.6119218,9894762.81518087,9456590.23825043,8910866.13560764,8747863.48986113,7992643.88927308,6966603.33613615,5811384.16236988,3718404.72761414,2045240.67778377,3569807.46848834,132.429087183655
"586",85,15,133029540.709017,1567425.4596481,6004717.84750112,10742777.0620978,12749235.9183552,13474753.8781039,10771182.0751722,10203586.3908989,9966582.12882069,9524320.08665985,8974470.70600374,8815308.99314678,8034787.80888786,7001864.20954246,5840170.96846788,3727744.56902645,2050909.91917011,3579702.68751435,133.029540709017
"587",86,15,131011097.609621,1539976.88661599,5892951.51024557,10558282.7011181,12565475.2582054,13294742.654992,10591243.8970701,10011813.2329946,9781322.41434516,9350060.90734338,8812101.25276801,8651653.74458512,7879745.75205615,6865122.92823303,5729996.68560449,3775194.0316006,2080341.14801213,3631072.60383129,131.011097609621
"588",87,15,132898768.967474,1553820.29929659,5946080.06512627,10783399.786702,12807638.2978876,13531165.1056113,10806013.0582965,10236691.4557156,9998336.28436078,9557441.43251474,9006325.22826746,8843846.67797564,7854919.28545793,6823714.78901497,5691717.00963309,3768408.46000582,2072268.79349458,3616982.93811351,132.898768967474
"589",88,15,129920166.670321,1536800.07079132,5878150.76671632,10594198.2338811,12629997.8685057,13340078.0973122,10588676.7122717,9943420.37284051,9715849.87788573,9287241.76249876,8753702.38801855,8587145.6680968,7794973.43280589,6773358.40978499,5639679.16023211,3531413.57917485,1939767.68690359,3385712.5826005,129.920166670321
"590",89,15,133677458.019245,1583850.08460214,6053262.95103769,10831832.1263605,12846143.3930281,13581933.9029027,10873343.9883142,10268913.0160346,10030128.016129,9585260.23448229,9031539.05485273,8869122.98729911,7992625.02245057,6957998.98696623,5802535.08261209,3734129.60753154,2052449.55783114,3582390.00681047,133.677458019245
"591",90,15,130499479.788175,1540588.84249,5886818.78158599,10541118.7351543,12558080.4120563,13282654.3790826,10572123.3436886,9956306.38810337,9726194.42081264,9296022.62719104,8762197.75642009,8602817.11302333,7946611.39289091,6925804.09845252,5772615.80817358,3634926.31374341,2001368.08990074,3493231.28540554,130.499479788175
"592",91,15,129834703.32939,1532078.85785642,5846701.37096293,10516023.5203639,12522466.8639056,13245363.6936327,10550474.3924393,9939813.2684713,9710217.32770931,9281566.54111824,8747972.56954157,8586646.1841074,7814327.00622386,6801379.92495619,5669542.59440341,3615403.42190984,1986844.42740847,3467881.36437954,129.83470332939
"593",92,15,129003744.971216,1525130.52497935,5821831.77599779,10502854.7774464,12526254.5717601,13238809.2806806,10515136.9561625,9846970.47185139,9620152.31212446,9197494.91805802,8670967.86856836,8508195.37927872,7717737.66242127,6709341.66324649,5591610.51478458,3588992.79748148,1975020.27264953,3447243.22372474,129.003744971216
"594",93,15,131970457.96566,1557197.3805211,5941466.6690593,10672868.1535021,12692651.4972997,13415085.4037024,10708067.7654392,10042122.1308765,9807946.10905877,9374904.09073487,8837934.47359221,8680672.89896808,8027301.33120468,6999624.06541535,5837278.2120432,3730855.12763491,2055961.98387203,3588520.67273537,131.97045796566
"595",94,15,129851091.768791,1538739.72127453,5866537.85909669,10493155.6614856,12496858.1638597,13222709.4904995,10536889.4775266,9953625.73359909,9724085.95478671,9293131.27148545,8757450.29050525,8596382.57380763,7842460.82233749,6824385.67843703,5686709.10839261,3594705.49201038,1975384.86989085,3447879.59979577,129.851091768791
"596",95,15,127463521.815365,1497260.22355799,5699303.69684132,10395971.5839247,12436971.1833354,13173157.0171933,10426076.3642354,9715119.07774865,9490895.82231898,9075919.30459188,8558473.87650286,8394151.19004309,7598721.58465241,6599829.29931574,5498336.6611154,3548386.82529543,1950501.131327,3404446.97336557,127.463521815365
"597",96,15,129994899.887227,1526849.46071223,5808558.3216554,10563854.8606265,12594089.8941458,13345306.2578221,10625845.1464894,9966478.64986449,9734684.79836028,9304557.76453451,8770134.21807949,8605366.84178323,7819877.74686749,6798040.95828278,5661247.69155056,3537266.54229934,1942412.25829154,3390328.47586212,129.994899887227
"598",97,15,130129080.201637,1532989.41385184,5836747.97676384,10493429.2557467,12513816.6522756,13242302.8693803,10538919.4251331,9985123.51061497,9753589.68678881,9323106.70940059,8786989.88217787,8628108.89534049,7817413.04006259,6801594.48196137,5671218.56045862,3666909.80649265,2016746.65787013,3520073.37731757,130.129080201637
"599",98,15,130685421.134501,1553824.62654248,5911148.74114582,10641847.9664975,12662144.7262583,13391180.4809923,10683298.3729145,9953584.26320463,9723564.85368687,9295608.16928404,8762697.21008573,8597395.04578862,7810762.51272575,6792375.41143458,5662230.47518597,3679969.86193387,2026569.69453317,3537218.72228659,130.685421134501
"600",99,15,128480169.53819,1525706.27573487,5797124.0050621,10458494.6948836,12490464.3675425,13225475.4978053,10503510.4122912,9827479.58253847,9600551.73529183,9177556.28211414,8651631.51324383,8486840.04432337,7700914.37968282,6688684.76942598,5568696.24182061,3499705.28683098,1922230.92253434,3355103.5270645,128.48016953819
"601",0,16,154583918.804303,1843256.31673369,7408453.73478494,12545349.4606999,14462862.5239997,15030302.4518597,12269986.1364331,11783690.2456648,11507913.9240293,10989555.7404427,10347251.2702552,10204841.9180587,9462277.01661362,8334452.15904122,6984368.73823724,4525134.88542194,2507528.11636283,4376694.16566442,154.583918804303
"602",1,16,154062428.253056,1840513.19531544,7393443.825237,12585653.3553775,14508403.1747155,15077095.091842,12307980.5755713,11721597.5560881,11445834.7829922,10930729.3583685,10293709.482902,10150412.7146111,9418426.34126583,8288017.52328002,6939198.08639164,4428992.06994566,2452235.64799174,4280185.47116086,154.062428253056
"603",2,16,155809507.402944,1851486.60607367,7433465.18128857,12687189.704003,14604948.6063814,15178356.4708777,12426270.1314901,11829377.391236,11547444.6532557,11027655.5666158,10386161.7518587,10249658.8439438,9585003.05887495,8453261.5887836,7084381.47054234,4545138.63839635,2520453.43582654,4399254.30349572,155.809507402944
"604",3,16,152101754.337067,1812882.09768528,7274384.28751441,12459110.2754092,14396415.1799226,14964401.6418259,12170055.309386,11478757.2735382,11211424.4892392,10710574.8656772,10090062.3186712,9941834.77461347,9312550.9355674,8198676.77015553,6866947.84356812,4446112.57232333,2465036.07792347,4302527.62404694,152.101754337067
"605",4,16,156490600.789361,1870002.96188951,7499866.61538973,12691364.2001281,14591309.7623858,15167263.7550423,12451317.0897486,11893241.3038185,11610387.5741237,11086961.1263634,10439892.3790053,10303804.6167041,9583247.30180905,8454219.1458377,7090731.68269017,4656364.20516257,2586351.98455312,4514275.08470951,156.490600789361
"606",5,16,154172088.156948,1832697.66124044,7345964.7502521,12582259.8801985,14507118.9356139,15083971.7787566,12320283.9654491,11751391.080265,11474464.9394172,10960250.9286222,10321589.557635,10177313.0552085,9301452.77192556,8177828.55191236,6854222.85253804,4553145.03093573,2523522.06332583,4404610.35365225,154.172088156948
"607",6,16,153960548.632152,1832694.28562868,7342131.11306075,12527986.563122,14453090.8138498,15031432.5227038,12272149.1962004,11721062.5403291,11445503.508438,10931293.202247,10293802.6516266,10150475.7073635,9375052.75904245,8253215.95945067,6916940.27536838,4526276.00515524,2508700.70347623,4378740.82508911,153.960548632152
"608",7,16,154594889.907391,1853734.31563882,7422369.67939624,12579143.2718836,14496544.9824099,15078532.5649985,12340259.7361752,11777561.6790816,11497881.3705782,10979006.22772,10338742.8989937,10200408.2463691,9483279.03009829,8358997.89313845,7002192.54651461,4436440.4194101,2458563.97398318,4291231.07100147,154.594889907391
"609",8,16,153837108.107998,1836528.0669104,7349303.9532456,12513167.4331363,14435877.6718506,15020866.3631418,12273265.7199653,11707960.8674715,11432324.9865552,10916799.1100234,10279805.4969439,10136534.6128522,9459377.1810471,8329613.98494786,6975231.59119205,4433874.42576003,2453749.2672817,4282827.3756725,153.837108107998
"610",9,16,152417727.248459,1822740.95428588,7290081.0329368,12458562.4630882,14400681.2585763,14983099.9184122,12199959.5539787,11571553.6029465,11299175.0948408,10792779.5923108,10166181.0259118,10022277.5910475,9294895.8462955,8174443.12246821,6844364.79926285,4402154.10018334,2438524.15799025,4256253.13392351,152.417727248459
"611",10,16,155120880.262201,1849312.53522075,7393174.88313495,12543607.7765236,14455162.1730121,15042658.8078342,12328056.231958,11843891.6575665,11562588.2259881,11039992.606502,10394334.2446246,10257307.7102006,9544381.07050203,8421344.74066191,7059730.23269036,4516058.21857957,2502085.18829774,4367193.95890364,155.120880262201
"612",11,16,150092409.53779,1783098.76392794,7123875.52148322,12287940.4129838,14244705.3940071,14829105.0643184,12026850.7879772,11358921.2010122,11093922.2681133,10598384.461508,9984830.19945623,9835595.87259248,9192825.72338025,8083210.38147304,6764692.16716885,4318335.04072015,2391660.32028277,4174455.95738544,150.09240953779
"613",12,16,151688768.329682,1808803.68989046,7222497.5735859,12329942.0021027,14266443.6820286,14853337.633928,12093433.106366,11495875.9350307,11226199.0826252,10722954.1828674,10100158.9970488,9957038.58738877,9308419.73212489,8199975.37771679,6870193.15211493,4452862.16877025,2469796.62977926,4310836.79631313,151.688768329682
"614",13,16,153252081.164022,1821757.77507064,7270399.96483592,12381379.9341269,14306275.9621312,14898744.1703111,12167710.7413712,11642153.9636276,11366847.4611793,10855856.6749047,10223994.9115114,10086155.7763555,9452110.49258459,8338543.68366938,6991175.09058408,4539921.20603263,2516572.65417202,4392480.7015538,153.252081164022
"615",14,16,152735026.298978,1827359.72906418,7287491.16971288,12505869.0547615,14440971.0539635,15036898.7536873,12271022.8345051,11532440.5930945,11262332.6616615,10759438.8186691,10135541.6606833,9985329.72105093,9252815.3178392,8133206.13687425,6814113.33193975,4553210.20459844,2526746.64580315,4410238.61106909,152.735026298978
"616",15,16,149520330.146574,1778791.15629981,7090393.06380435,12174770.7568855,14116042.5822797,14708814.7810129,11950506.5015536,11379967.0058185,11115458.5150011,10616530.0778657,9998191.23765118,9848201.02086926,9152919.88714723,8042664.49979587,6729836.73877558,4294672.94535453,2375798.6785656,4146770.69789343,149.520330146574
"617",16,16,152163141.658399,1816750.95835308,7237931.79692863,12359792.7513598,14290648.9305753,14889331.2556061,12152198.2191471,11635722.045475,11361615.2617751,10849962.6707528,10216286.6660265,10072297.1853199,9268588.50062888,8151804.68134401,6825647.95531878,4381970.59008355,2423158.54164422,4229433.6480607,152.163141658399
"618",17,16,152357727.80459,1818889.28273416,7242978.50800658,12401951.1000069,14338378.3624804,14939104.9038059,12188124.5273852,11576693.0941934,11303837.186014,10796495.8967995,10168559.2971554,10023539.7185075,9300455.62376163,8181041.02407898,6852019.6161768,4451950.85343564,2467274.38880033,4306434.42124703,152.35772780459
"619",18,16,149963826.743388,1796212.13434188,7148682.86280498,12232028.3952774,14176605.2826961,14775531.2121981,12011631.977087,11421726.6828041,11155596.66838,10654586.2578,10033866.7943664,9883905.72858684,9139507.2839076,8028411.95726452,6717257.65859704,4285006.74041382,2368768.6958829,4134500.41097955,149.963826743388
"620",19,16,152201052.319702,1808578.73489472,7195057.48292407,12292001.8411687,14217232.3564228,14820545.4444489,12105777.5567425,11638823.1157494,11364870.7545611,10851547.065764,10216589.5423086,10073542.6535733,9369880.12806484,8247498.03924407,6906872.52424706,4405363.49526366,2435644.56155913,4251227.02276493,152.201052319702
"621",20,16,150598283.681501,1791305.16605859,7120658.47194104,12244873.5214511,14195384.3758714,14800933.2743782,12037269.9009187,11458735.9633671,11189580.4089443,10687474.4270003,10066105.1391533,9919805.18723617,9231565.42899121,8118252.13093017,6795254.50579379,4343026.02251515,2403295.50004311,4194764.25690732,150.598283681501
"622",21,16,148044093.898237,1751577.75919861,6958545.02088981,12051863.9236915,14020200.5532929,14625577.5425184,11834954.1430544,11273126.9892648,11010824.0770221,10518423.6642962,9907715.58991165,9757153.86374426,9050375.86866252,7946504.69880094,6647483.32206343,4245762.50735104,2347181.94859458,4096822.42588053,148.044093898237
"623",22,16,148686886.801134,1765975.5040477,7011475.33793378,12095002.4862598,14043422.1385538,14651131.7347088,11900088.8670875,11338717.2810728,11072735.8562111,10575995.6301914,9960917.74087992,9813931.43429884,9085861.32261743,7979311.1270957,6675751.1094756,4256018.96955548,2353208.66734944,4107341.59379446,148.686886801134
"624",23,16,150571578.786737,1791378.33730725,7107423.75051178,12267345.8963891,14204773.6206418,14821300.2337116,12089554.3718392,11485132.1558766,11214973.7654463,10711728.9443211,10087678.9660103,9938248.19770426,9137621.35661181,8028474.31989551,6721884.04500059,4353900.94614258,2407702.88152246,4202456.99780462,150.571578786737
"625",24,16,149143529.383509,1776232.71468794,7045644.96551435,12178943.4913402,14134502.8236166,14740812.2492937,11974152.6944547,11325776.3289764,11059959.6709646,10565619.6091588,9953324.86122929,9804853.16294665,9086313.93678092,7986225.83479657,6684599.22608174,4297892.95865525,2378022.55467649,4150652.30033445,149.143529383509
